"s","d","studage","lectage","service","dept","y"
"1443","1557","2","1","0","3",1
"2683","1840","6","3","1","11",4
"2656","197","8","4","0","9",3
"495","512","6","6","0","3",4
"2601","377","2","2","0","10",3
"2568","2079","8","5","1","11",2
"518","2110","4","2","1","4",5
"2301","2052","8","6","0","14",1
"821","446","2","1","1","6",3
"1600","92","2","2","1","6",3
"1191","494","6","5","1","9",4
"1398","535","8","3","0","4",3
"2572","918","4","2","0","3",3
"695","945","6","4","0","4",5
"556","1471","6","3","1","6",3
"2057","670","4","2","0","5",4
"2715","717","8","5","0","15",4
"1879","959","4","1","0","3",3
"1235","1887","6","4","0","6",4
"61","989","6","6","0","14",4
"2510","1964","4","2","0","12",3
"1358","1616","4","1","0","7",4
"2664","2084","4","2","0","10",5
"2125","1608","8","3","0","12",5
"1047","805","8","6","0","9",2
"1503","679","8","6","0","7",1
"2495","1155","2","1","1","11",3
"1290","1048","6","3","1","12",1
"2441","82","6","1","0","9",3
"1446","57","6","3","1","11",3
"2607","682","6","3","0","4",5
"22","936","2","1","0","6",3
"1289","382","6","1","0","10",4
"1863","363","6","6","0","6",5
"1591","65","4","5","0","2",2
"1516","1578","4","4","0","12",2
"1767","1059","2","2","1","6",5
"195","217","6","5","0","4",5
"2033","135","2","1","0","14",1
"1882","893","2","2","0","4",5
"1977","240","6","4","0","3",5
"770","1169","8","3","0","4",5
"1469","494","2","1","1","9",5
"663","1283","8","4","0","15",4
"1712","1736","8","6","0","12",2
"1104","1030","4","2","1","6",4
"661","1513","2","1","0","12",5
"2079","442","8","5","0","1",4
"2886","265","6","3","0","7",1
"2432","204","6","1","0","12",3
"1770","1193","2","1","0","8",2
"1433","218","8","3","0","6",3
"1760","42","6","6","1","11",4
"86","1241","6","3","0","4",4
"1992","1165","8","3","0","4",2
"2015","57","4","5","0","11",2
"2175","275","8","1","0","3",3
"930","866","6","4","1","2",1
"1119","1126","8","5","1","8",5
"249","1067","4","1","0","2",2
"1875","1631","2","1","0","1",4
"1168","297","8","6","1","9",2
"1458","540","8","6","0","4",3
"583","1041","2","1","0","5",3
"80","1898","6","6","0","15",3
"2931","2084","8","6","0","10",2
"2472","17","6","1","0","2",2
"2348","17","6","6","1","2",4
"1879","1925","4","5","1","6",3
"675","1790","4","1","0","10",3
"1945","583","2","2","1","11",1
"277","19","6","6","0","15",3
"1067","626","8","6","1","14",3
"2479","1158","4","3","1","9",3
"1608","1094","4","2","0","1",2
"2020","1816","4","1","0","12",4
"575","653","2","2","1","8",4
"1405","722","2","4","0","3",3
"940","252","4","3","1","6",5
"2130","135","2","1","0","14",1
"1662","53","8","4","0","9",1
"1117","696","4","4","1","9",2
"585","96","2","1","1","11",2
"2888","1155","2","1","1","11",1
"992","1207","8","6","0","9",3
"202","1718","6","2","1","8",4
"2849","1686","2","2","0","8",2
"238","2116","6","1","0","9",2
"119","626","6","5","0","14",2
"304","862","2","2","0","10",2
"723","1180","2","2","0","15",3
"2560","1035","8","3","0","4",1
"940","446","4","3","1","6",3
"1107","1780","4","4","1","11",3
"62","223","6","3","0","12",5
"44","826","6","6","0","12",2
"2957","2053","6","4","1","6",2
"2900","214","6","3","0","4",3
"2971","259","8","1","0","14",2
"337","581","8","3","0","12",1
"2292","96","2","1","1","11",4
"857","1949","4","3","0","8",4
"2408","1782","8","5","0","4",1
"1290","1984","6","1","0","10",1
"509","944","6","5","1","11",4
"986","1842","2","2","0","3",2
"2130","664","2","2","1","11",4
"2439","367","4","2","0","6",1
"2850","1155","6","6","1","11",3
"1514","1748","8","6","1","11",4
"2714","150","2","1","1","8",1
"330","1834","8","4","0","5",2
"683","1018","2","4","0","3",4
"337","401","8","6","1","4",4
"33","1086","8","6","1","6",4
"57","1900","8","3","1","8",4
"33","762","8","3","0","12",1
"1354","1845","8","3","0","11",4
"1631","587","6","2","0","9",1
"719","756","4","1","0","5",5
"1802","1578","2","2","1","12",1
"311","1301","2","2","0","12",3
"888","1968","8","2","0","12",5
"222","446","2","1","0","6",5
"934","1729","6","5","0","12",3
"2664","714","4","4","1","7",4
"2468","1176","2","1","0","3",5
"257","1240","8","1","0","11",3
"898","17","6","6","1","2",3
"2571","453","4","1","0","5",5
"1053","1056","6","4","1","8",5
"393","1984","6","1","0","10",2
"2827","34","6","3","1","14",2
"2565","82","8","1","0","9",5
"1789","827","8","5","1","12",2
"2343","1513","4","3","1","12",4
"654","1513","6","5","1","12",4
"959","1379","8","4","0","4",3
"2121","659","8","6","0","12",1
"922","862","4","6","0","10",1
"2202","1155","2","1","0","11",2
"1971","326","2","1","1","1",1
"2892","2100","4","2","0","9",5
"1869","1521","2","3","0","12",3
"1042","827","4","2","1","12",5
"2967","1088","6","2","0","1",3
"1675","2034","2","1","0","6",5
"2400","1687","6","6","1","6",2
"695","1284","6","6","0","4",2
"390","2013","8","3","0","11",1
"2805","802","8","6","0","9",3
"497","305","6","6","0","9",3
"2324","319","4","1","1","8",4
"2439","2034","4","3","0","6",1
"1906","1500","4","3","1","12",1
"998","1504","4","1","0","11",4
"142","1717","4","4","0","15",5
"83","1383","6","5","0","14",3
"87","1709","8","6","1","11",5
"2532","1566","2","1","1","9",2
"2771","763","6","1","0","5",5
"1729","1747","4","2","0","4",2
"2906","1325","4","2","1","4",1
"2390","756","8","2","0","5",1
"2904","827","6","5","1","12",4
"2961","1948","4","2","1","15",3
"338","1049","2","1","1","2",1
"2355","828","8","6","1","4",3
"2942","1557","2","1","0","3",3
"42","350","6","6","1","8",2
"2628","1893","2","2","0","9",5
"69","409","4","6","0","10",3
"2895","82","6","1","0","9",2
"2568","1185","8","6","1","4",3
"2826","554","4","3","1","6",3
"1325","220","6","5","0","12",5
"1573","702","6","3","0","6",3
"1314","45","4","5","0","5",1
"1550","1461","4","3","0","5",4
"519","1602","6","1","0","1",3
"337","1521","8","5","0","12",5
"2433","1049","2","1","1","2",3
"1517","696","4","4","1","9",1
"2616","1284","6","6","1","4",3
"2713","793","6","6","1","12",3
"2062","1361","8","2","0","2",3
"699","554","6","4","1","6",4
"2111","524","4","2","0","4",3
"174","1756","8","2","0","11",4
"457","1023","6","1","0","5",4
"159","919","8","6","0","4",5
"72","852","8","3","0","12",5
"1016","610","8","3","0","6",2
"2180","1840","6","3","1","11",5
"1776","1202","4","3","0","1",1
"671","437","6","1","0","6",4
"1549","1337","6","1","1","7",1
"2680","1244","6","5","1","3",5
"2302","599","4","6","0","5",2
"2681","1018","4","4","0","3",2
"960","1701","8","5","1","2",3
"2510","179","4","3","0","12",3
"1510","903","2","2","0","15",1
"2592","1784","6","5","1","9",2
"1363","1412","6","4","1","12",3
"507","1686","2","1","1","8",3
"1039","860","6","4","0","7",3
"910","989","8","2","0","14",3
"1648","587","8","6","0","9",1
"1750","2147","6","4","1","14",3
"1973","275","4","1","0","3",3
"2012","294","6","4","0","12",4
"1838","624","8","3","0","9",5
"2497","42","6","5","1","11",4
"1903","1510","2","1","0","6",1
"2292","603","2","2","1","8",4
"261","96","2","1","1","11",3
"2074","626","6","4","1","14",3
"972","281","4","2","1","6",3
"48","24","8","2","0","4",2
"2905","945","8","3","0","4",1
"2470","2141","6","1","0","5",3
"74","600","8","6","1","4",2
"362","1756","4","2","1","11",2
"739","1049","2","1","1","2",1
"1502","1756","4","2","1","11",1
"969","1067","8","6","0","2",2
"1038","1244","4","3","0","3",5
"609","727","6","2","0","14",4
"1730","1233","6","2","1","4",1
"2034","2023","8","1","0","12",2
"2680","1384","6","3","0","10",2
"1715","594","2","2","1","8",4
"172","554","6","6","1","6",4
"2843","119","8","5","0","3",4
"501","1578","4","4","0","12",4
"2759","1676","2","1","0","6",4
"747","905","4","1","1","12",4
"2221","1203","2","2","1","3",2
"1678","1755","4","1","1","11",3
"2716","624","8","3","0","9",5
"769","260","2","1","1","12",5
"918","1203","8","6","1","3",4
"306","704","4","2","1","11",4
"1063","1626","6","1","0","9",5
"2615","881","8","5","0","9",3
"2631","1686","6","4","1","8",3
"1705","307","8","5","1","2",5
"1718","932","6","1","0","12",5
"1503","1594","8","6","1","4",3
"2787","702","6","3","1","6",4
"2604","365","8","4","1","10",5
"1689","1306","4","1","0","9",3
"2636","273","2","1","0","10",3
"2055","1747","6","6","1","4",4
"256","135","4","3","0","14",5
"2084","664","2","2","1","11",2
"2159","964","8","3","1","8",3
"2368","1616","4","1","0","7",4
"1133","1279","6","4","1","2",2
"1102","296","6","4","1","11",2
"2132","638","8","5","0","3",4
"865","2085","6","1","0","3",1
"1011","1238","6","3","1","2",5
"582","1449","8","6","1","4",2
"128","687","8","6","0","12",4
"1403","1755","6","3","1","11",3
"505","1161","4","3","1","11",2
"2231","1949","2","1","0","8",1
"2796","96","2","1","1","11",3
"2860","1701","2","1","1","2",3
"2403","2123","8","5","0","14",3
"104","829","4","3","0","1",1
"38","638","8","6","0","3",3
"683","1919","2","1","0","3",4
"1392","603","2","2","1","8",4
"1556","1554","8","3","0","4",4
"1377","1246","2","1","0","12",2
"2744","1354","8","5","0","9",4
"2296","1056","8","4","1","8",5
"1947","508","6","4","1","11",1
"2062","157","8","2","1","11",5
"1047","301","8","4","1","4",2
"310","281","2","1","0","6",2
"146","802","8","6","0","9",5
"594","367","2","1","1","6",1
"2226","1609","8","4","0","6",2
"1568","763","4","1","0","5",3
"2000","502","8","3","0","9",2
"1460","1884","4","3","1","11",5
"2030","1736","4","4","1","12",3
"2275","453","4","3","0","5",5
"381","664","6","5","1","11",1
"2485","296","6","1","0","11",4
"1098","603","8","4","1","8",4
"2486","1919","2","1","0","3",5
"927","436","4","3","0","12",5
"2876","150","4","3","1","8",5
"921","835","6","5","0","8",2
"1769","1056","6","4","1","8",1
"1445","815","4","1","0","11",5
"974","2053","6","4","0","6",1
"2923","678","6","2","0","10",3
"1643","1822","4","1","0","15",3
"2686","627","6","4","1","8",5
"1166","1097","6","3","0","6",3
"1667","17","6","1","0","2",2
"2066","1925","2","1","1","6",5
"2431","281","2","2","0","6",5
"1095","1207","4","3","0","9",4
"462","297","4","3","1","9",5
"295","603","4","4","1","8",2
"342","1324","2","6","1","9",2
"2876","64","4","1","0","7",5
"2932","1939","8","6","1","3",5
"477","1705","6","5","1","11",3
"977","2114","8","2","0","5",4
"1708","25","2","1","0","5",4
"641","66","2","1","0","11",5
"2011","1763","6","2","0","9",1
"1128","260","6","5","1","12",1
"557","66","2","1","0","11",4
"2826","1755","4","1","1","11",4
"1961","1683","4","1","0","15",3
"2424","827","4","1","1","12",5
"2540","429","6","2","0","10",3
"1474","102","6","2","1","1",1
"2690","587","6","3","0","9",1
"1316","230","8","6","0","4",3
"2897","587","6","2","0","9",2
"2923","1244","6","5","1","3",5
"2413","1356","4","1","0","14",2
"1032","899","6","3","0","5",2
"487","624","4","3","0","9",4
"2854","1755","4","1","1","11",3
"958","1817","4","4","1","11",3
"2078","1797","4","4","0","14",1
"2056","1425","2","1","1","11",4
"2733","1948","2","6","1","15",3
"808","959","2","1","0","3",5
"801","1893","4","4","0","9",3
"476","624","8","1","0","9",4
"573","1528","2","1","0","6",3
"2088","1241","8","4","0","4",5
"2615","1817","8","6","1","11",4
"2448","714","2","2","1","7",3
"1982","453","4","1","0","5",4
"447","842","8","4","1","5",3
"1425","1292","8","3","1","14",1
"588","361","6","4","0","12",4
"274","531","2","3","1","1",5
"2839","602","6","6","1","12",1
"152","1083","6","4","0","15",5
"2842","2098","2","4","1","9",3
"1024","236","4","3","0","5",3
"2457","1842","2","2","0","3",4
"705","119","6","1","0","3",5
"392","428","6","6","0","5",2
"1026","1816","2","2","0","12",1
"486","1594","2","1","1","4",5
"2785","1246","2","1","0","12",3
"322","1711","4","2","0","3",5
"1134","1920","6","2","1","10",5
"2298","842","2","1","0","5",3
"318","352","2","2","1","15",5
"1526","1898","8","4","0","15",3
"1581","659","4","4","0","12",4
"1175","1084","2","2","1","9",2
"1006","1749","4","2","0","10",2
"929","2048","8","2","1","1",5
"2875","973","4","4","1","4",3
"2475","2050","8","5","1","3",3
"1386","538","2","2","1","11",3
"55","1596","6","3","0","10",2
"1683","772","4","2","1","7",2
"2379","1314","6","3","1","12",4
"72","393","8","3","0","12",1
"1802","2086","2","2","1","12",2
"928","1312","6","3","0","9",3
"2077","687","4","2","0","12",3
"1365","1033","8","2","0","15",1
"1773","317","8","5","0","10",2
"1455","2052","4","1","0","14",3
"1192","269","6","1","1","2",5
"734","973","2","2","1","4",2
"2901","530","8","4","0","4",5
"2894","273","8","6","0","10",5
"1893","260","6","5","1","12",2
"1827","1881","6","2","0","3",4
"706","1632","8","1","0","3",4
"1679","297","4","4","1","9",3
"632","1701","2","1","1","2",1
"2845","199","8","6","0","4",5
"828","1537","8","6","1","12",2
"2411","1845","6","4","1","11",2
"1960","605","8","2","0","9",2
"1502","2052","4","1","0","14",1
"2784","1510","4","3","1","6",2
"802","119","4","1","0","3",2
"1150","737","8","6","1","4",4
"330","1056","8","2","1","8",2
"197","972","6","2","0","4",4
"2236","1425","2","1","1","11",2
"1238","1008","6","2","1","8",4
"243","446","2","1","0","6",4
"2731","824","8","3","0","14",2
"2775","538","2","2","1","11",1
"883","329","4","3","0","10",1
"2576","670","8","2","0","5",5
"1013","436","2","1","1","12",3
"2679","1284","2","2","1","4",1
"2060","343","6","1","0","6",1
"302","1036","2","2","1","7",3
"1255","1749","4","2","0","10",3
"905","102","6","2","1","1",4
"515","1157","8","3","0","5",1
"2293","20","8","1","0","10",4
"563","593","6","3","0","12",5
"1781","606","8","3","1","10",2
"2290","1673","6","1","1","1",4
"638","1325","8","2","1","4",5
"950","590","2","6","1","12",2
"159","1379","8","6","0","4",4
"1290","2079","6","5","1","11",3
"1265","70","6","6","1","11",3
"1147","228","6","1","0","9",2
"1656","1356","4","1","0","14",3
"2715","1017","8","6","0","15",3
"2693","676","8","6","1","4",5
"2631","1780","6","5","1","11",2
"1989","805","8","6","0","9",3
"681","973","2","2","0","4",4
"2701","1252","2","1","0","1",1
"2811","25","4","4","0","5",4
"1781","682","8","3","0","4",2
"927","1827","4","1","1","6",5
"1732","930","8","5","1","4",5
"799","827","4","1","0","12",2
"931","361","4","2","0","12",4
"222","252","2","1","0","6",5
"2769","1083","4","1","0","15",4
"956","25","6","3","0","5",5
"286","2098","4","4","1","9",1
"2961","417","4","4","0","12",3
"1416","862","4","4","0","10",4
"1863","601","6","5","0","6",5
"1823","1321","6","1","0","5",3
"2063","296","8","6","1","11",4
"1766","1722","8","6","1","11",5
"245","1277","8","1","0","7",4
"2309","1355","8","2","0","3",4
"774","1041","2","1","0","5",5
"1563","893","2","2","0","4",1
"2164","1629","8","6","0","6",5
"992","805","8","6","0","9",2
"2370","19","6","6","1","15",5
"541","240","6","4","0","3",5
"159","1880","8","6","1","6",3
"396","1086","2","1","0","6",3
"279","269","8","2","0","2",4
"2064","678","6","2","0","10",2
"1272","2068","6","1","0","15",1
"2242","1127","6","3","0","14",3
"491","335","8","4","0","12",2
"471","150","2","1","1","8",4
"1440","296","4","2","1","11",3
"2049","1244","8","6","1","3",5
"426","527","2","2","0","15",3
"1325","1182","6","3","0","12",3
"2822","1809","8","5","1","2",1
"2555","1049","2","1","1","2",2
"2181","1354","4","1","0","9",3
"1959","1056","4","4","0","8",3
"2695","53","6","1","1","9",3
"667","296","8","1","0","11",5
"118","2147","6","6","0","14",3
"671","1726","6","2","0","6",3
"2865","2083","4","2","1","6",2
"2686","1840","6","3","1","11",4
"1517","1244","4","3","1","3",3
"2794","858","8","3","0","7",4
"468","352","4","4","0","15",1
"2599","388","2","2","1","8",3
"1581","1629","4","2","1","6",2
"1327","561","2","1","1","1",1
"1413","856","6","6","1","9",1
"2799","34","4","1","1","14",2
"97","2113","4","3","0","5",3
"599","793","4","3","1","12",5
"1724","171","8","4","0","14",3
"2170","1566","2","1","1","9",3
"2530","240","4","4","0","3",5
"197","1998","6","6","0","4",4
"1666","228","8","1","0","9",4
"1421","1908","8","6","1","8",4
"762","1537","2","1","1","12",4
"612","1336","2","1","1","6",1
"2016","92","2","6","0","6",1
"2785","602","2","1","0","12",5
"1315","1893","2","2","0","9",3
"1616","405","8","2","0","6",3
"2149","273","2","1","0","10",1
"816","252","2","1","1","6",4
"941","1049","2","1","1","2",3
"137","1591","8","3","0","4",1
"2140","1384","4","1","0","10",3
"604","1087","6","4","1","1",3
"2782","664","2","2","1","11",4
"20","14","2","2","1","12",5
"22","1629","2","1","0","6",5
"871","1840","4","6","1","11",1
"411","1817","2","2","1","11",2
"37","2053","6","6","1","6",5
"471","1036","2","2","1","7",1
"1042","296","4","2","1","11",5
"1574","1176","6","2","0","3",5
"1114","356","6","2","0","9",5
"2085","327","2","2","1","2",4
"238","873","6","3","0","9",5
"906","1048","4","1","0","12",2
"1089","583","2","2","1","11",2
"1222","363","6","6","0","6",5
"2592","57","6","3","1","11",3
"1775","793","6","4","0","12",3
"1025","1711","6","1","0","3",4
"2605","251","6","2","1","1",4
"2379","1392","6","4","0","15",4
"1535","285","6","2","0","15",5
"2580","627","6","2","1","8",4
"1127","1893","8","5","0","9",2
"2834","1722","2","1","1","11",5
"346","945","4","2","0","4",5
"2604","1471","8","3","1","6",4
"614","1578","2","2","0","12",1
"2472","750","6","1","0","2",4
"988","918","4","2","0","3",3
"2034","1597","8","1","0","12",3
"1433","344","8","2","0","6",5
"2064","1056","6","4","1","8",4
"2344","41","8","5","0","15",3
"998","944","4","4","0","11",4
"2503","63","6","6","0","10",3
"39","624","2","4","0","9",3
"2566","1764","6","1","0","5",2
"216","2002","8","3","1","8",4
"2007","140","8","4","0","10",3
"904","119","4","1","0","3",3
"2441","1303","6","1","0","9",5
"1898","1354","2","2","0","9",4
"2851","1025","4","2","0","4",3
"122","1570","4","3","0","12",3
"497","805","6","6","0","9",1
"1159","693","4","1","1","2",2
"2957","1841","6","4","0","12",2
"2733","1246","2","6","0","12",2
"989","1002","8","6","1","2",2
"2616","903","6","1","0","15",3
"1873","420","6","4","0","9",4
"108","65","8","6","1","2",1
"2132","1022","8","2","1","1",4
"2461","1191","8","2","0","12",1
"2826","1701","4","2","1","2",4
"642","1316","8","5","0","14",2
"1234","1087","6","1","1","1",2
"1316","1253","8","3","0","4",4
"1934","230","8","6","1","4",4
"492","363","4","4","0","6",5
"2038","202","2","3","0","12",3
"2779","432","2","1","0","3",1
"50","1492","8","6","1","11",1
"2842","1666","2","4","1","14",4
"1340","1966","6","1","0","12",5
"2114","273","2","1","0","10",3
"560","275","2","1","0","3",3
"1822","686","6","2","1","1",3
"226","1173","2","5","1","6",5
"2750","599","2","1","0","5",3
"1537","102","6","2","1","1",2
"1462","260","4","1","1","12",5
"271","1135","6","2","0","9",5
"2935","593","6","2","1","12",1
"987","1158","2","3","1","9",1
"2757","856","4","6","1","9",1
"2438","1461","2","1","0","5",4
"2617","1613","8","3","0","10",2
"695","883","6","4","0","4",4
"1971","2147","2","4","1","14",2
"2563","1757","2","2","1","1",5
"1173","1191","4","1","1","12",4
"1781","1419","8","3","0","4",2
"1566","57","4","1","1","11",1
"2325","45","2","1","0","5",4
"2088","1464","8","4","0","4",3
"2531","681","8","2","0","10",3
"2829","944","2","1","1","11",4
"1380","1578","4","4","1","12",2
"915","932","2","2","0","12",5
"407","1023","6","1","0","5",4
"815","273","2","1","0","10",5
"2080","603","8","3","1","8",2
"166","1739","6","6","1","3",4
"1419","2113","6","6","0","5",2
"2870","718","8","5","0","3",4
"1474","1035","6","1","1","4",1
"854","1780","6","5","1","11",2
"910","1115","8","6","1","11",4
"2342","1513","2","1","0","12",5
"285","445","8","2","0","10",3
"1449","1780","4","6","1","11",3
"746","2013","2","2","1","11",1
"1739","1984","8","3","0","10",2
"171","722","8","4","0","3",4
"1507","1018","2","2","0","3",5
"2831","2013","2","2","0","11",1
"477","945","6","6","1","4",3
"130","1817","8","6","1","11",3
"2557","817","8","5","0","4",4
"121","314","6","6","1","11",3
"2905","879","8","1","0","4",4
"741","1718","8","1","1","8",3
"1730","1513","6","1","0","12",4
"2375","554","2","1","1","6",2
"1162","1305","2","6","1","3",2
"2678","47","6","1","0","2",5
"1359","1047","6","1","0","12",2
"2591","135","2","1","0","14",2
"409","389","4","3","0","6",3
"1778","717","6","1","0","15",4
"1055","563","6","6","1","15",4
"787","905","6","1","0","12",3
"2711","34","6","3","1","14",3
"1450","842","4","3","0","5",2
"1010","626","8","3","0","14",3
"1462","2079","4","2","1","11",4
"296","220","4","1","1","12",3
"2377","1784","2","1","1","9",5
"2425","1607","8","6","0","4",4
"2909","829","8","4","0","1",4
"2633","1182","4","1","0","12",3
"817","285","6","2","0","15",4
"884","377","6","2","0","10",2
"314","1002","4","3","1","2",1
"781","494","2","1","1","9",3
"892","164","8","2","1","1",1
"2705","352","2","2","1","15",5
"1687","1369","2","2","0","6",3
"2865","1889","4","1","0","12",5
"131","1893","8","6","0","9",5
"2971","620","8","1","0","14",2
"1238","1984","6","3","0","10",1
"2844","1038","2","5","0","12",2
"733","1172","2","1","0","10",3
"796","1129","6","3","0","15",3
"2690","358","6","5","0","9",1
"877","1784","6","5","1","9",2
"1964","1135","6","2","0","9",2
"2889","147","8","6","1","4",4
"1174","737","4","2","0","4",2
"1340","1271","6","1","1","14",2
"1047","624","8","2","0","9",5
"828","1323","8","6","1","2",4
"2371","721","4","2","1","8",5
"1571","696","4","4","1","9",1
"2476","782","8","6","0","6",5
"447","642","8","1","0","10",3
"1848","118","8","6","0","4",5
"770","1253","8","3","0","4",5
"2786","2070","6","3","1","2",3
"650","1537","2","1","1","12",3
"2560","1738","8","6","0","4",3
"2963","70","6","3","0","11",5
"172","27","6","6","1","6",2
"2270","670","2","1","0","5",3
"1841","260","4","3","1","12",2
"2825","150","8","6","1","8",2
"1331","1346","8","3","0","4",1
"145","177","6","4","1","3",3
"1651","989","8","3","1","14",1
"1686","1006","4","1","1","6",4
"2890","2034","6","3","1","6",4
"1061","1301","6","6","0","12",1
"2433","1797","2","2","0","14",1
"1293","944","2","1","1","11",3
"2123","670","8","4","0","5",4
"2097","554","4","3","1","6",5
"2184","2037","2","1","0","8",2
"1168","1099","8","1","0","4",3
"2685","1840","6","6","1","11",1
"2044","2160","8","4","0","2",5
"709","1603","2","2","0","15",2
"1094","273","2","1","0","10",1
"671","1314","6","3","1","12",4
"1223","1505","4","3","0","8",4
"2782","17","2","3","1","2",3
"1144","1410","4","2","1","1",3
"1711","1884","8","6","1","11",4
"588","188","6","1","0","12",5
"2122","1578","4","4","0","12",1
"1736","1968","6","2","0","12",5
"402","1864","6","6","0","7",4
"2022","2098","4","4","1","9",1
"2592","704","6","4","1","11",4
"269","1397","8","6","0","5",3
"493","1398","6","6","1","8",4
"897","1602","6","1","0","1",1
"741","2147","8","6","1","14",2
"646","842","4","1","0","5",1
"159","2099","8","6","0","4",5
"1353","989","6","1","0","14",4
"2582","1780","2","4","1","11",1
"929","1817","8","3","1","11",4
"2616","897","6","1","0","15",2
"1129","1718","4","1","1","8",5
"2506","265","6","3","0","7",1
"2550","1202","8","3","1","1",1
"1726","624","2","1","0","9",5
"545","2083","4","2","1","6",1
"82","1087","6","6","1","1",3
"193","1201","8","4","0","12",2
"347","305","8","6","0","9",1
"2132","829","8","2","1","1",5
"1147","1354","6","3","0","9",3
"1198","319","2","1","1","8",2
"43","1323","6","6","1","2",3
"677","1686","6","3","1","8",5
"1287","67","8","2","0","4",3
"1371","622","6","6","1","11",3
"1625","1984","8","3","1","10",2
"2897","1893","6","3","0","9",4
"2468","443","2","1","0","3",3
"773","893","4","4","0","4",3
"1198","1369","2","2","0","6",3
"2897","964","6","4","1","8",2
"1230","411","6","1","0","10",5
"1928","659","6","3","0","12",4
"2582","603","2","2","1","8",1
"1628","702","2","3","0","6",4
"1229","805","6","4","0","9",2
"858","1963","6","3","0","6",4
"2448","63","2","2","0","10",4
"1842","1925","2","1","1","6",5
"2251","756","4","1","0","5",3
"649","252","6","5","1","6",5
"1830","2113","6","2","0","5",4
"201","626","6","5","0","14",2
"2056","2057","2","2","0","5",3
"1134","67","6","4","0","4",4
"2160","1603","8","1","0","15",5
"2842","1797","2","4","1","14",2
"950","2079","2","6","1","11",3
"2244","538","2","2","1","11",4
"1915","1354","6","3","0","9",3
"2036","664","2","2","1","11",3
"1447","119","4","1","0","3",5
"2769","260","4","3","1","12",5
"2060","1898","6","2","1","15",5
"977","842","8","6","0","5",2
"275","678","8","1","0","10",5
"2476","977","8","2","0","6",4
"2296","1842","8","3","1","3",5
"2151","989","8","1","1","14",2
"2156","661","6","1","0","3",5
"1915","1893","6","3","0","9",5
"499","150","4","3","1","8",5
"716","1884","2","3","1","11",3
"1897","386","8","3","0","14",1
"2518","1722","2","1","1","11",5
"1260","873","4","1","0","9",5
"2693","1579","8","1","0","7",5
"1716","446","2","1","1","6",5
"1634","281","2","1","1","6",4
"2656","182","8","2","1","14",4
"1104","1182","4","1","0","12",5
"396","782","2","5","0","6",4
"373","1817","2","2","1","11",3
"401","1936","8","5","0","10",2
"89","1568","6","5","0","11",3
"1037","2156","4","1","0","7",2
"2178","179","2","1","0","12",4
"179","827","6","6","1","12",5
"2080","1379","8","4","0","4",2
"2701","1757","2","2","0","1",5
"1290","1384","6","1","0","10",2
"2625","1780","2","2","1","11",4
"1066","73","6","1","0","9",5
"702","1396","6","2","1","1",4
"1828","441","6","2","0","10",1
"2627","1827","4","1","1","6",4
"193","436","8","6","0","12",5
"699","1603","6","1","0","15",4
"246","1176","6","2","0","3",3
"2525","1324","6","6","1","9",2
"1625","1229","8","6","1","8",5
"1182","1049","8","6","0","2",2
"249","507","4","6","1","11",1
"2028","827","2","2","1","12",4
"1159","1369","4","4","0","6",2
"1963","1504","8","5","1","11",1
"2726","1156","6","6","1","11",1
"1485","1207","2","1","0","9",5
"92","1263","6","3","1","14",4
"769","1338","2","2","0","15",1
"55","1491","6","6","0","10",3
"424","1632","6","2","1","3",3
"2453","1492","6","3","0","11",5
"794","508","8","6","1","11",4
"2626","1203","2","2","1","3",2
"2138","593","8","6","1","12",5
"962","782","6","5","0","6",2
"1833","1626","8","1","0","9",2
"2053","575","4","1","0","3",2
"1578","275","6","1","0","3",4
"306","57","4","1","1","11",3
"2490","284","4","1","1","8",4
"2964","1299","8","3","0","10",3
"1540","150","4","1","1","8",3
"788","1144","6","2","0","10",1
"2660","1321","4","4","0","5",5
"469","1900","8","6","1","8",3
"1953","474","4","3","0","1",4
"2653","1186","8","4","1","4",5
"2693","554","8","6","1","6",3
"554","442","2","2","0","1",4
"128","1246","8","6","0","12",3
"172","150","6","6","1","8",3
"1895","944","4","4","1","11",2
"1914","82","6","1","0","9",3
"157","1807","6","6","0","3",3
"1335","714","2","2","1","7",1
"1537","1356","6","3","0","14",1
"2245","1171","6","2","1","14",3
"2127","1284","8","6","0","4",1
"2319","1067","8","6","0","2",1
"2480","203","6","3","0","4",1
"2616","1129","6","3","0","15",2
"946","1123","6","5","1","8",4
"2541","96","4","3","0","11",3
"1730","1578","6","6","0","12",1
"1047","358","8","5","0","9",2
"2972","696","4","4","1","9",2
"189","555","8","4","1","14",3
"2761","790","2","1","1","11",4
"1396","1203","4","3","1","3",5
"2024","722","2","1","0","3",5
"1956","1425","2","1","1","11",4
"2802","1492","6","3","0","11",3
"1086","763","4","1","0","5",4
"2619","1666","6","6","0","14",3
"227","1521","4","1","0","12",2
"2733","1816","2","5","0","12",2
"165","2050","6","4","1","3",4
"999","561","2","1","1","1",2
"203","679","6","6","0","7",1
"2829","1566","2","1","1","9",2
"2117","1471","6","3","1","6",2
"2903","1002","6","6","1","2",2
"2616","1612","6","5","1","6",1
"407","45","6","6","0","5",5
"1923","772","4","2","0","7",4
"377","1537","8","3","0","12",4
"55","147","6","6","1","4",4
"1946","590","2","2","1","12",1
"950","193","2","3","1","10",5
"75","939","8","6","1","14",3
"1306","2036","4","1","1","8",4
